,t,x_0,x_1,x_2,x_des_0,x_des_1,x_des_2
125,0.625,0.09900673363002054,-0.0006925696253771837,-0.015058407851571459,0.09797450571240374,0.0,0.0
126,0.63,0.09910745115419106,-0.0006988154702522637,-0.01513151718703599,0.09823673982624603,0.0,0.0
127,0.635,0.09918519882091298,-0.000703813013841172,-0.015187312205751006,0.09847497203712052,0.0,0.0
128,0.64,0.09924159795113512,-0.000708031410679502,-0.015249922235597688,0.09869027905664796,0.0,0.0
129,0.645,0.09927908987494745,-0.0007128898867920202,-0.01531143030047135,0.09888377635969703,0.0,0.0
130,0.65,0.09930043430757698,-0.0007197364000005649,-0.015372181210866013,0.09905661367808039,0.0,0.0
131,0.655,0.09930606528298871,-0.0007285728937779757,-0.015435337338846274,0.09920997018747135,0.0,0.0
132,0.66,0.09929628760463678,-0.0007386648388202425,-0.01548430340326003,0.0993450493816499,0.0,0.0
133,0.665,0.09927428895600099,-0.0007506755594230188,-0.015528317495993692,0.09946307362816098,0.0,0.0
134,0.67,0.09924280444660535,-0.0007652129134901935,-0.01557504674898261,0.09956527839949958,0.0,0.0
135,0.675,0.0992020536834211,-0.0007805385042306921,-0.01562381556163609,0.09965290617392952,0.0,0.0
136,0.68,0.09915218652149914,-0.0007948252862894446,-0.015682750268736768,0.09972719999999935,0.0,0.0
137,0.685,0.09909549093113874,-0.0008086461846157448,-0.01575280921820159,0.09978939671891407,0.0,0.0
138,0.6900000000000001,0.09903443606581162,-0.0008226663807488909,-0.015815124044338293,0.09984071983880494,0.0,0.0
139,0.6950000000000001,0.09896951216572461,-0.00083559325889588,-0.015858756885229672,0.09988237205503925,0.0,0.0
140,0.7000000000000001,0.09890128948354046,-0.0008464467493944413,-0.015893204301517118,0.09991552741065002,0.0,0.0
141,0.705,0.09883230002547688,-0.0008562057228307979,-0.015943766727216525,0.09994132309099202,0.0,0.0
142,0.71,0.09876499843230632,-0.0008658463600628511,-0.01601715196726929,0.09996085084672002,0.0,0.0
143,0.715,0.09869949882023538,-0.0008745999597904525,-0.016089296878167576,0.09997514803920104,0.0,0.0
144,0.72,0.09863591641068177,-0.0008813994562993675,-0.016147297050008388,0.09998518830244851,0.0,0.0
145,0.725,0.09857626260989576,-0.0008872973161284406,-0.01618949401679603,0.09999187181568026,0.0,0.0
146,0.73,0.098522296591967,-0.0008933419104083171,-0.016236802854265094,0.09999601518061318,0.0,0.0
147,0.735,0.09847347040947822,-0.0008983764024875452,-0.01629593440059025,0.0999983408975762,0.0,0.0
148,0.74,0.09842939835164609,-0.000900934191150494,-0.01635648918804458,0.0999994664345607,0.0,0.0
149,0.745,0.09839165477187432,-0.0009020138490452829,-0.016409929134184834,0.09999989288328948,0.0,0.0
150,0.75,0.0983615575247661,-0.0009027210595927059,-0.016458406110181175,0.09999999319642416,0.0,0.0
151,0.755,0.09833803976220085,-0.0009019729694203333,-0.01650557496515548,0.1,0.0,0.0
152,0.76,0.09832018638879367,-0.0008986909365409311,-0.016533195298307598,0.1,6.803576367416157e-09,0.0
153,0.765,0.0983088195597259,-0.0008941023448314411,-0.016566253789123943,0.1,1.0711671169230624e-07,0.0
154,0.77,0.09830405232320537,-0.0008894825233549077,-0.01661205729733735,0.1,5.335654401036096e-07,0.0
155,0.775,0.09830424810802407,-0.0008840219018760173,-0.016644824021787435,0.1,1.6591024239881507e-06,0.0
